scig1.0000008	GO:0008046,GO:0005509,GO:0005201
scig1.0003240	GO:0042393,GO:0005515,GO:0000976
scig1.0003245	GO:0016874,GO:0000166,GO:0005524,GO:0004485
scig1.0003258	GO:0004519,GO:0016740,GO:0003676,GO:0004523,GO:0004518,GO:0016787,GO:0008270,GO:0004190,GO:0046872,GO:0008233,GO:0016779,GO:0003964
scig1.0003285	GO:0016787,GO:0004061
scig1.0003295	GO:0005515
scig1.0003381	GO:0003677,GO:0003723,GO:0035925,GO:0003676,GO:0005515,GO:0044183,GO:0003729,GO:0003730
scig1.0003409	GO:0005096
scig1.0003471	GO:0003674
scig1.0003513	GO:0005201,GO:0005178,GO:0150043,GO:0005198,GO:0005515
scig1.0003529	GO:0030160,GO:0035256,GO:0019904,GO:0003779,GO:0042802,GO:0005515,GO:0035254,GO:0044877
scig1.0003598	GO:0016251,GO:0003677
scig1.0003675	GO:0005096,GO:0045296
scig1.0003755	GO:0046872,GO:0008233,GO:0016779,GO:0003964,GO:0004190,GO:0004518,GO:0016787,GO:0004519,GO:0016740,GO:0003676,GO:0004523
scig1.0003841	GO:0019776
scig1.0003865	GO:0005096,GO:0005525,GO:0008289,GO:0000166,GO:0003924
scig1.0003904	GO:0005515,GO:0005219,GO:0015278,GO:0005509,GO:0005516,GO:0005262,GO:0005216
scig1.0003933	GO:0061630,GO:0016740,GO:0046872,GO:0043621,GO:0004842,GO:0008270
scig1.0003941	GO:0005509,GO:0003674
scig1.0003955	GO:0061630,GO:0016740,GO:0140862,GO:0046872
scig1.0003960	GO:0015562,GO:0015225,GO:0008559,GO:0042626,GO:0000166,GO:0005524,GO:0015143,GO:0016887,GO:0032217,GO:0140359
scig1.0004044	GO:0005515,GO:0031267,GO:0005096,GO:0005085,GO:0017124
scig1.0004057	GO:0003824,GO:0016740,GO:0016779,GO:0003964
scig1.0004061	GO:0086080,GO:0005515,GO:0019904,GO:0098632
scig1.0004166	GO:0016491,GO:0051213,GO:0046872
scig1.0004177	GO:0080130,GO:0008483,GO:0030170,GO:0016740,GO:0008793
scig1.0004187	GO:0005515
scig1.0004246	GO:0005509,GO:0046872
scig1.0004335	GO:0098639,GO:0043236,GO:0005509,GO:0000287,GO:0001968,GO:0045296,GO:1990782,GO:0005178,GO:0015026,GO:0001618,GO:0046982,GO:0003779,GO:0050839,GO:0005515,GO:0046872,GO:0002020,GO:0098640,GO:0044877,GO:0019960
scig1.0004336	GO:0016779,GO:0003964,GO:0016740,GO:0003824
scig1.0004368	GO:0005515,GO:0003674
scig1.0004403	GO:0016301,GO:0005524,GO:0000166,GO:0016740,GO:0004674
scig1.0004410	GO:0005524,GO:0000166,GO:0016787
scig1.0004490	GO:0008428
scig1.0004532	GO:0044877,GO:0098695,GO:0015278,GO:0005220,GO:0019903,GO:0042802,GO:0035091,GO:0005515,GO:0019904,GO:0044325,GO:0019855,GO:0005262,GO:0005216,GO:0070679,GO:0005509
scig1.0004593	GO:0016891,GO:0005515,GO:0046872,GO:0004519,GO:0016888,GO:0003677,GO:0016787,GO:0003727,GO:0000287,GO:0003723,GO:0004518
scig1.0004665	GO:0005515,GO:0070739,GO:0046872,GO:0000166,GO:0016874,GO:0005524,GO:0015631,GO:0016881,GO:0070740,GO:0140096
scig1.0004696	GO:0043565,GO:0000977,GO:0061629,GO:0042803,GO:0008140,GO:0003677,GO:0019901,GO:0043522,GO:0000987,GO:1990837,GO:0046982,GO:0001228,GO:0003700,GO:0046872,GO:0035497,GO:0000978,GO:0004402,GO:0005515,GO:0000981,GO:0042802,GO:0010485,GO:1990841,GO:0044013,GO:0003682
scig1.0004758	GO:0003674
scig1.0004824	GO:0008236
scig1.0004830	GO:0004713,GO:0004672,GO:0046872,GO:0005524,GO:0000166,GO:0016301,GO:0016740,GO:0004714
scig1.0004869	GO:0016779,GO:0003964,GO:0046872,GO:0016740,GO:0003824
scig1.0004930	GO:0016787,GO:0004571,GO:0005509,GO:0046872
scig1.0004956	GO:0003690,GO:0046872,GO:0140954,GO:0016279,GO:0005515,GO:0003697,GO:0008270,GO:0140938,GO:0042800,GO:0042054,GO:0042803,GO:0004518,GO:0008168,GO:0016787,GO:0003677,GO:0003824,GO:0004519,GO:0044547,GO:0003676,GO:0016740,GO:0046975,GO:0000014
scig1.0004981	GO:0097110,GO:0005515,GO:0030971,GO:0044877,GO:0008093,GO:0001784,GO:0030159,GO:0035591
scig1.0005042	GO:0003677,GO:0070888,GO:0046982,GO:0000981,GO:0046983
scig1.0005068	GO:0004674,GO:0046872,GO:0106310,GO:0005515,GO:0016740,GO:0016301,GO:0000166,GO:0005524,GO:0016787
scig1.0005097	GO:0016740,GO:0141090,GO:0052630,GO:0070569,GO:0003977,GO:0042802,GO:0016779
scig1.0005161	GO:0000166,GO:0005524,GO:0004140
scig1.0005200	GO:0005179,GO:0005201,GO:0043236,GO:0005509,GO:0001968,GO:0005518,GO:0140311,GO:0008201,GO:0005515
scig1.0005233	GO:0008812,GO:0050660,GO:0016614,GO:0016491
scig1.0005244	GO:0034202,GO:0005515
scig1.0005248	GO:0003674
scig1.0005302	GO:0046983,GO:0008270,GO:0046872
scig1.0005361	GO:0030246
scig1.0005379	GO:0005515,GO:0003682,GO:0003723,GO:0003676
scig1.0005393	GO:0016491,GO:0016627,GO:0050660
scig1.0005434	GO:0016779,GO:0003964,GO:0016740,GO:0003824
scig1.0005462	GO:0000166,GO:0004143,GO:0005524,GO:0016301,GO:0016740,GO:0005515,GO:0046872
scig1.0005497	GO:0005366,GO:0005515,GO:0051117,GO:0002020,GO:0022857,GO:0005365
scig1.0005539	GO:0005509,GO:0004930,GO:0004888
scig1.0005616	GO:0046982
scig1.0005624	GO:0030020,GO:0005201,GO:0005515
scig1.0005869	GO:0043236,GO:0005518,GO:0050840,GO:0004930,GO:0004888
scig1.0005906	GO:0004721,GO:0004722,GO:0017018,GO:0046872,GO:0008420,GO:0016787,GO:0016791
scig1.0005911	GO:0008017
scig1.0005927	GO:0004713,GO:0004672,GO:0016740,GO:0016301,GO:0005524,GO:0000166,GO:0004714
scig1.0006007	GO:0003677,GO:0003676,GO:0005515
scig1.0006034	GO:0003674
scig1.0006039	GO:0008233,GO:0046872,GO:0003964,GO:0016779,GO:0004190,GO:0004518,GO:0003723,GO:0003887,GO:0003824,GO:0016787,GO:0003677,GO:0016740,GO:0003676,GO:0004519
scig1.0006045	GO:0050699,GO:0003713,GO:0003682,GO:0004888,GO:0005515,GO:0035035,GO:0005509
scig1.0006051	GO:0003980,GO:0005515,GO:0016757,GO:0016740,GO:0051082
scig1.0006093	GO:0003700,GO:0001228,GO:1990837,GO:0043565,GO:0003677,GO:0044877,GO:0000978,GO:0000981,GO:0005515
scig1.0006102	GO:0048306,GO:0008201,GO:0003682,GO:0098640,GO:0046872,GO:0005515,GO:0042806,GO:0001530,GO:0033691,GO:0070492,GO:0043208,GO:0005509,GO:0030246
scig1.0006141	GO:0003677
scig1.0006145	GO:0005515,GO:0046872,GO:0008289,GO:0019901,GO:0048487,GO:0008017,GO:0043015,GO:0005096,GO:0043014,GO:0005547
scig1.0006165	GO:0005515
scig1.0006218	GO:0043890,GO:0004065,GO:0016787,GO:0008484,GO:0003943,GO:0046872
scig1.0006231	GO:0046872,GO:0043130,GO:0005515,GO:0036435,GO:0031593,GO:0008270
scig1.0006259	GO:0003682
scig1.0006281	GO:0050839,GO:0005201,GO:0005509,GO:0008046
scig1.0006342	GO:0000166,GO:0004523,GO:0005524,GO:0004519,GO:0003676,GO:0016740,GO:0003677,GO:0016787,GO:0003824,GO:0003887,GO:0004518,GO:0003723,GO:0004190,GO:0004540,GO:0008270,GO:0016779,GO:0003964,GO:0046872,GO:0008233
scig1.0006351	GO:0008270,GO:0004190,GO:0004540,GO:0046872,GO:0008233,GO:0016779,GO:0003964,GO:0004519,GO:0003676,GO:0016740,GO:0005524,GO:0000166,GO:0004523,GO:0003887,GO:0004518,GO:0003723,GO:0003677,GO:0016787,GO:0003824
scig1.0006479	GO:0046872,GO:0048029,GO:0005515,GO:0042803,GO:0004802,GO:0000287,GO:0005509,GO:0030246,GO:0003824,GO:0030976,GO:0016740
scig1.0006529	GO:0005198
scig1.0006539	GO:0003964,GO:0016779,GO:0016740,GO:0003824
scig1.0006623	GO:0031402,GO:0005436,GO:0042301,GO:0015293
scig1.0006626	GO:0000400,GO:0140297,GO:0001227,GO:0003682,GO:0000978,GO:0046872,GO:0005515,GO:0000981,GO:0000987,GO:0003700,GO:0000976,GO:1990837,GO:0001228,GO:0003723,GO:0043565,GO:0046332,GO:0003677,GO:0001217
scig1.0006640	GO:0016740,GO:0016757,GO:0046920,GO:0008417
scig1.0006642	GO:0005524,GO:0000166,GO:0140658,GO:0003677,GO:0008094,GO:0016787,GO:0008270,GO:0003674,GO:0004386,GO:0046872
scig1.0006651	GO:0022889,GO:0015075,GO:0015194,GO:0015180
scig1.0006677	GO:0022857
scig1.0006707	GO:0008201,GO:0044877,GO:0005515,GO:0042802,GO:0030023,GO:0005179,GO:0005201,GO:0005509,GO:0005178
scig1.0006708	GO:0042803,GO:0008017,GO:0016787,GO:0019901,GO:0017124,GO:0050998,GO:0019003,GO:0005525,GO:0005546,GO:0120283,GO:0000166,GO:0003924,GO:0031749,GO:0042802,GO:0005515,GO:0043621,GO:0044877
scig1.0006718	GO:0005515
scig1.0006773	GO:0005515
scig1.0006925	GO:0046872,GO:0030246,GO:0003824,GO:0016787,GO:0004559,GO:0016798
scig1.0007107	GO:0043130
scig1.0007129	GO:0016740,GO:0016757
scig1.0007150	GO:0070513
scig1.0007182	GO:0000166,GO:0005525,GO:0003924,GO:0005515
scig1.0007186	GO:0003674
scig1.0007213	GO:0004830,GO:0003824,GO:0005524,GO:0000166,GO:0016874,GO:0004812
scig1.0007221	GO:0051213,GO:0016491,GO:0016702,GO:0016787,GO:0036403,GO:0004052,GO:0004051,GO:0046872,GO:0005506
scig1.0007258	GO:0019902
scig1.0007312	GO:0004672,GO:0005515,GO:0004713,GO:0005005,GO:0005004,GO:0004714,GO:0005003,GO:0016740,GO:0016301,GO:0005524,GO:0000166
scig1.0007426	GO:0005509,GO:0003682,GO:0098640
scig1.0007457	GO:0000049,GO:0003723,GO:0008135,GO:0003743,GO:0005515
scig1.0007511	GO:0005515
scig1.0007565	GO:0030276,GO:0005515
scig1.0007711	GO:0005524,GO:0000166,GO:0003723,GO:0046872,GO:0004672
scig1.0007713	GO:0000166,GO:0005524,GO:0090417,GO:0090416,GO:0022857
scig1.0007760	GO:0005515,GO:0015297
scig1.0007763	GO:0046872,GO:0016787,GO:0004518
scig1.0007800	GO:0016491,GO:0016853,GO:0018845
scig1.0007895	GO:0000166,GO:0005524,GO:0016740,GO:0061631,GO:0004842
scig1.0007920	GO:0003682,GO:0003676,GO:0003723
scig1.0007935	GO:0004523,GO:0003676,GO:0016740,GO:0004519,GO:0003824,GO:0016787,GO:0003677,GO:0003723,GO:0004518,GO:0003887,GO:0004190,GO:0003964,GO:0016779,GO:0046872
scig1.0008095	GO:0003677,GO:0003700,GO:0010736,GO:0000987,GO:0000981,GO:0000978,GO:0046983
scig1.0008098	GO:0046872,GO:0016740,GO:0015020,GO:1990482,GO:0016757
scig1.0008102	GO:0016787,GO:0043169,GO:0004722,GO:0031625,GO:0017018,GO:0046872,GO:0004721
scig1.0008129	GO:0008195,GO:0042577,GO:0106235,GO:0016787,GO:0042392,GO:0005178,GO:0005515
scig1.0008137	GO:0004447,GO:0140825,GO:0036393,GO:0004601,GO:0016491,GO:0020037
scig1.0008201	GO:0005509,GO:0098640,GO:0003682
scig1.0008375	GO:0008168,GO:0102084,GO:0000287,GO:0016740,GO:0102938,GO:0008757,GO:0046872,GO:0016206,GO:0008171
scig1.0008426	GO:0005178,GO:0005201,GO:0005515,GO:0098633,GO:0005518,GO:0008201
scig1.0008436	GO:0003779,GO:0003785
scig1.0008563	GO:0004553,GO:0016787,GO:0102148,GO:0016798,GO:0004563
scig1.0008571	GO:0003674
scig1.0008620	GO:0005515,GO:0004803,GO:0046872,GO:0016740,GO:0003677,GO:0043565
scig1.0008649	GO:0005515,GO:0031490,GO:0003677
scig1.0008691	GO:0003690,GO:0003677
scig1.0008701	GO:0003677,GO:0005543,GO:0005096,GO:0008289,GO:0000166,GO:0005525,GO:0003924
scig1.0008771	GO:0003964,GO:0016779,GO:0005515,GO:0046872,GO:0016740,GO:0004519,GO:0003824,GO:0016787,GO:0004518
scig1.0008827	GO:0008013,GO:0160072,GO:1990444,GO:0019904,GO:0005515,GO:1990756,GO:0140677,GO:0097602
scig1.0008847	GO:0000175,GO:0003723,GO:0004532,GO:0005515
scig1.0008850	GO:0046872,GO:0000978,GO:0000981,GO:0003677
scig1.0008866	GO:0003682,GO:0003674,GO:0098640,GO:0005509
scig1.0008917	GO:0019843,GO:0003723
scig1.0008962	GO:0008097,GO:0046872,GO:0000995,GO:0003723,GO:0003677
scig1.0008980	GO:0004386,GO:0046872,GO:0008270,GO:0003723
scig1.0008985	GO:0005515,GO:0042802,GO:0003779,GO:0003723,GO:0045296,GO:0051015
scig1.0009011	GO:0004674,GO:0004672,GO:0106310,GO:0016301,GO:0005524,GO:0000166,GO:0016740
scig1.0009060	GO:0008483,GO:0004047,GO:0016740
scig1.0009097	GO:0019904,GO:0016740,GO:0005135,GO:0061630,GO:0031267,GO:0008270,GO:0030971,GO:0004842,GO:0005515,GO:0042802,GO:0046872,GO:0005128
scig1.0009137	GO:0004713,GO:0004674,GO:0106310,GO:0004672,GO:0046872,GO:0000166,GO:0005524,GO:0016301,GO:0016740,GO:0071889
scig1.0009149	GO:0005515,GO:0031593,GO:0046872,GO:0008233,GO:0004843,GO:0101005,GO:0008234,GO:0016787,GO:0070530
scig1.0009169	GO:0005229,GO:0017128,GO:0046983
scig1.0009315	GO:0008201,GO:0016500,GO:0044877,GO:0038023,GO:0008528,GO:0005515,GO:0042802,GO:0005095,GO:0004930,GO:0048495,GO:0043394,GO:0043237,GO:0005509,GO:0004996,GO:0042803
scig1.0009407	GO:0005085,GO:0005154,GO:0001784,GO:0005515,GO:0046872
scig1.0009412	GO:0005515
scig1.0009452	GO:0004109,GO:0016491,GO:0042803
scig1.0009488	GO:0030246,GO:0005509,GO:0005540,GO:0019903,GO:0030169
scig1.0009500	GO:0042802,GO:0015297,GO:0005432,GO:0086038,GO:0042803,GO:0015085
scig1.0009534	GO:0031267,GO:0005085
scig1.0009540	GO:0016740,GO:0005524,GO:0000166,GO:0016301,GO:0005525,GO:0004674,GO:0046872,GO:0004672,GO:0005515,GO:0106310,GO:0042802
scig1.0009584	GO:1990756,GO:0005515,GO:0042802,GO:0003779
scig1.0009661	GO:0016740,GO:0070530,GO:0003682,GO:0004842,GO:0043130,GO:0042393,GO:0046872
scig1.0009667	GO:0052665,GO:0008168,GO:0016740,GO:0046872
scig1.0009670	GO:0003723,GO:0003676
scig1.0009710	GO:0097604,GO:0042802,GO:0015267,GO:0015278,GO:0005262,GO:0005216
scig1.0009719	GO:0005096,GO:0005515
scig1.0009720	GO:0015485
scig1.0009772	GO:0046872,GO:0004169,GO:0016757,GO:0004582,GO:0005537,GO:0043178,GO:0016740
scig1.0009776	GO:0046872,GO:0008270
scig1.0009897	GO:0003824,GO:0016829,GO:0046872,GO:0016836
scig1.0010212	GO:0051537,GO:0051536,GO:0016491,GO:0046872
scig1.0010235	GO:0046872,GO:0000978,GO:0000981,GO:0005515,GO:0000977,GO:0003677,GO:0001228,GO:1990837,GO:0003700,GO:0000976
scig1.0010266	GO:0015276,GO:0005262,GO:0008066,GO:0038023
scig1.0010353	GO:0015459,GO:0003674
scig1.0010365	GO:0005515,GO:0061630
scig1.0010382	GO:0031956,GO:0005524,GO:0016874,GO:0000166
scig1.0010457	GO:0005524,GO:0000166,GO:0045505,GO:0008569,GO:0051959
scig1.0010631	GO:0005515,GO:0030020
scig1.0010670	GO:0005509,GO:0005515,GO:0009374
scig1.0010708	GO:0030332,GO:0042802,GO:0042393
scig1.0010762	GO:0016779,GO:0003964,GO:0016740,GO:0003824
scig1.0010832	GO:0005516,GO:0001640,GO:0048306,GO:0005515,GO:0004930,GO:0008066
scig1.0010882	GO:0004842,GO:0019903,GO:0005515
scig1.0010893	GO:0005509,GO:0009374
scig1.0010904	GO:0004842,GO:0008270,GO:0046872,GO:0035198,GO:0016740,GO:0003723,GO:0061630
scig1.0010916	GO:0019888,GO:0046982,GO:1990405,GO:0005515,GO:0004722
scig1.0010925	GO:0004930,GO:0004888
scig1.0010973	GO:0005113,GO:0004888,GO:0004930,GO:0005515,GO:0042802,GO:0019901,GO:0042803,GO:0070273
scig1.0010975	GO:0042803,GO:0005516,GO:0046872,GO:0005515,GO:0008270,GO:0005545,GO:0030742
scig1.0010984	GO:0045182,GO:0000900,GO:0003730,GO:0043024,GO:0005515,GO:0043022,GO:0005095,GO:0008135,GO:0008187,GO:0035925,GO:0003676,GO:0043023,GO:0003723
scig1.0010992	GO:0046982,GO:0005096
scig1.0011057	GO:0097602,GO:0031624,GO:0032182,GO:0005515
scig1.0011107	GO:0003676
scig1.0011147	GO:0046872,GO:0003943,GO:0008484,GO:0016787,GO:0043890,GO:0004065
scig1.0011274	GO:0005315,GO:0044877,GO:0015293,GO:0015317
scig1.0011295	GO:0043014,GO:0043015,GO:0003779
scig1.0011402	GO:0004683,GO:0016740,GO:0005525,GO:0016301,GO:0000166,GO:0005524,GO:0005516,GO:0004674,GO:0042802,GO:0017075,GO:0106310,GO:0005515,GO:0004672
scig1.0011450	GO:0035529,GO:0016787,GO:0046872
scig1.0011468	GO:0005515
scig1.0011476	GO:1990837,GO:0003677,GO:0000977,GO:0000981,GO:0046872
scig1.0011672	GO:0005507,GO:0046872
scig1.0011710	GO:0003677,GO:0046983,GO:0005515,GO:0046872
scig1.0011716	GO:0004864,GO:0019902
scig1.0011718	GO:0043621,GO:0044877,GO:0042802,GO:0031749,GO:0005515,GO:0003924,GO:0005546,GO:0005525,GO:0000166,GO:0120283,GO:0017124,GO:0019901,GO:0050998,GO:0019003,GO:0016787,GO:0008017,GO:0042803,GO:0003723,GO:0005547
scig1.0011729	GO:0004190,GO:0016779,GO:0003964,GO:0046872,GO:0008233,GO:0004519,GO:0016740,GO:0016787,GO:0004518
scig1.0011749	GO:0034062,GO:0016740,GO:0003964,GO:0016779,GO:0003968
scig1.0011899	GO:0005509,GO:0046872,GO:0005515
scig1.0012018	GO:0031267,GO:0044877,GO:0042802,GO:0005515,GO:0035091,GO:0043422,GO:0001786,GO:0048487,GO:0042803
scig1.0012032	GO:0016887,GO:0140359,GO:0015440,GO:0005524,GO:0000166
scig1.0012068	GO:0000978,GO:0031490,GO:0000981,GO:0003677,GO:0019901,GO:0003700,GO:0001228
scig1.0012070	GO:0008138,GO:0004721,GO:0004725,GO:0004722,GO:0005515,GO:0019903,GO:0046872,GO:0106018,GO:0004438,GO:0052629,GO:0016787,GO:0016791
scig1.0012082	GO:0005515,GO:0008083
scig1.0012130	GO:0015361,GO:0015139,GO:0015141,GO:1901702,GO:0015370,GO:0015138,GO:0017153,GO:0015293,GO:0015137,GO:0022857
scig1.0012145	GO:0016779,GO:0003964,GO:0003824,GO:0016740
scig1.0012146	GO:0004064,GO:0016844
scig1.0012175	GO:0008146
scig1.0012242	GO:0008137,GO:0016491,GO:0051536,GO:0016651,GO:0009055,GO:0051537,GO:0051539,GO:0046872
scig1.0012295	GO:0003887,GO:0004518,GO:0016787,GO:0004519,GO:0003676,GO:0016740,GO:0008233,GO:0003964,GO:0016779,GO:0004190
scig1.0012299	GO:0004667,GO:0004364,GO:0016853,GO:0000287,GO:0005509,GO:0016740
scig1.0012304	GO:0008753,GO:0050136,GO:0016491,GO:0003955,GO:0016655
scig1.0012343	GO:0030246
scig1.0012397	GO:0097602,GO:0031624,GO:0005515,GO:0032182
scig1.0012487	GO:0005509,GO:0004623
scig1.0012518	GO:0060002,GO:0005516,GO:0003774,GO:0016740,GO:0005524,GO:0003779,GO:0000166,GO:0016301,GO:0004672,GO:0005515,GO:0106310,GO:0004674,GO:0000146,GO:0043531
scig1.0012602	GO:0016740,GO:0005524,GO:0008289,GO:0000166,GO:0016301,GO:0004715,GO:0005509,GO:0004674,GO:0004672,GO:0106310
scig1.0012637	GO:0005515,GO:0005509,GO:0005179,GO:0005201
scig1.0012701	GO:0015187
scig1.0012815	GO:0003674,GO:0017128
scig1.0012834	GO:0003700,GO:0003677,GO:0043565
scig1.0012835	GO:0004190,GO:0004540,GO:0008270,GO:0003964,GO:0016779,GO:0046872,GO:0008233,GO:0000166,GO:0004523,GO:0005524,GO:0004519,GO:0016740,GO:0003676,GO:0016787,GO:0003677,GO:0003824,GO:0003887,GO:0004518,GO:0003723
scig1.0012843	GO:0005245
scig1.0012886	GO:0005432,GO:0015297,GO:0042802,GO:0042803,GO:0086038
scig1.0012966	GO:0003674
scig1.0013010	GO:0003723,GO:0003676
scig1.0013238	GO:0005509,GO:0009374
scig1.0013300	GO:0003887,GO:0004518,GO:0016787,GO:0004519,GO:0003676,GO:0016740,GO:0008233,GO:0003964,GO:0016779
scig1.0013304	GO:0046872,GO:0005178,GO:0050839
scig1.0013350	GO:0003674
scig1.0013371	GO:1990837,GO:0003700,GO:0003677,GO:0046872,GO:0000978,GO:0005515
scig1.0013377	GO:0043395,GO:0016787,GO:0016791,GO:0008201,GO:0004725,GO:0004721,GO:0035374
scig1.0013405	GO:0050113,GO:0046872,GO:0005506,GO:0050661,GO:0008199,GO:0016651,GO:0004033,GO:0016491
scig1.0013438	GO:0005178,GO:0005509,GO:0003682,GO:0098640,GO:0005515
scig1.0013453	GO:0003677,GO:0061629,GO:0043565,GO:0003700,GO:0001228,GO:0005515,GO:0000981,GO:0000978,GO:0003682,GO:0140297,GO:0044877
scig1.0013458	GO:0005515
scig1.0013481	GO:0098640,GO:0003682,GO:0005509
scig1.0013483	GO:0005507,GO:0046872
scig1.0013492	GO:0030414,GO:0004867
scig1.0013653	GO:0016787
scig1.0013673	GO:0004518,GO:0016787,GO:0003674
scig1.0013677	GO:0016176,GO:0010314,GO:0035091,GO:0042169,GO:0080025,GO:0032266,GO:0070273
scig1.0013733	GO:0003723,GO:0016853,GO:0009982,GO:0019899
scig1.0013749	GO:0003824
scig1.0013761	GO:0003682,GO:0098640,GO:0005515,GO:0005178,GO:0005509
scig1.0013868	GO:0016787,GO:0003876,GO:0046872,GO:0019239,GO:0042802
scig1.0013881	GO:0003887,GO:0004518,GO:0016787,GO:0004519,GO:0016740,GO:0003676,GO:0008233,GO:0003964,GO:0016779
scig1.0013888	GO:0035591,GO:0019901,GO:0070530,GO:0030674,GO:0044877,GO:0140036,GO:0035255,GO:0038023,GO:0008270,GO:0005515,GO:0019899,GO:0042802,GO:0042169,GO:0043130,GO:0031625,GO:0005080,GO:0046872
scig1.0013930	GO:0005515,GO:0050840,GO:0005509,GO:0030023,GO:0005201
scig1.0013963	GO:0005384,GO:0015297,GO:0015085
scig1.0013965	GO:0046872,GO:0008556,GO:0016887,GO:0005391,GO:0000166,GO:0005524
scig1.0014144	GO:0004519,GO:0003723,GO:0004518,GO:0016787,GO:0016829,GO:0046872,GO:0004521
scig1.0014151	GO:0005515,GO:0003674
scig1.0014267	GO:0022857
scig1.0014356	GO:0070700,GO:0003674
scig1.0014427	GO:0001671,GO:0003690,GO:0016251
scig1.0014504	GO:0008270,GO:0030171,GO:0005216
scig1.0014571	GO:0005102,GO:0016491,GO:0019166
scig1.0014611	GO:0005515,GO:0005201,GO:0005509
scig1.0014647	GO:0031433,GO:0019901,GO:0016740,GO:0016301,GO:0005524,GO:0000166,GO:0005509,GO:0051015,GO:0008307,GO:0005516,GO:0004713,GO:0097493,GO:0042805,GO:0004674,GO:0043621,GO:0051371,GO:0002020,GO:0005200,GO:0046872,GO:0030506,GO:0042802,GO:0005515,GO:0019899,GO:0004672,GO:0106310
scig1.0014688	GO:0016740,GO:0016757,GO:0004377
scig1.0014778	GO:0140036
scig1.0014795	GO:0003674
scig1.0014818	GO:0003676,GO:0003723
scig1.0014821	GO:0008017,GO:0051010,GO:0046872
scig1.0014829	GO:0000166,GO:0005525,GO:0005515,GO:0003924
scig1.0014874	GO:0005509,GO:0005543,GO:1905573,GO:0008289,GO:0042802
scig1.0014906	GO:0032452,GO:0003677,GO:0046976,GO:0003682
scig1.0015086	GO:0004518,GO:0003723,GO:0016787,GO:0004519,GO:0004527,GO:0005085,GO:0000175,GO:0004540
scig1.0015170	GO:0004359,GO:0016787,GO:0005515
scig1.0015255	GO:0016779,GO:0003964,GO:0003824,GO:0016740
scig1.0015346	GO:0000287,GO:0000166,GO:0005524,GO:0090554,GO:0140326,GO:0046872,GO:0140345,GO:0005515,GO:0016887
scig1.0015373	GO:0003700,GO:0003677,GO:0046983,GO:0001227,GO:0000978,GO:0042802,GO:0005515,GO:0000981
scig1.0015417	GO:0003714
scig1.0015538	GO:0003684,GO:0005515,GO:0016829,GO:0008270,GO:0019104,GO:0016787,GO:0003677,GO:0016799,GO:0003824,GO:0003676,GO:0003906,GO:0016798,GO:0140078
scig1.0015576	GO:0005515,GO:0008047
scig1.0015598	GO:1990226,GO:0061629,GO:0001221,GO:0045296,GO:0070097,GO:0016922,GO:0046332,GO:0003676,GO:0019901,GO:0044325,GO:0050998,GO:0001222,GO:0019903,GO:0031625,GO:0019900,GO:0045294,GO:0019899,GO:0005515,GO:0140297,GO:0030331,GO:0003713,GO:0044877,GO:0035255,GO:0070411,GO:0140677,GO:0097718,GO:0003682
scig1.0015630	GO:0003824,GO:0016740,GO:0016779,GO:0003964
scig1.0015652	GO:0031267
scig1.0015712	GO:0016787,GO:0061463,GO:0140293,GO:0001883
scig1.0015727	GO:0051724
scig1.0015728	GO:0051879,GO:0005524,GO:0000166,GO:0016301,GO:0004694,GO:0016740,GO:0005515,GO:0019899,GO:0004672,GO:0106310,GO:0042802,GO:0019903,GO:0004674
scig1.0015832	GO:0001848
scig1.0015847	GO:0005515
scig1.0016002	GO:0003824,GO:0016740,GO:0016779,GO:0003964
scig1.0016061	GO:0004672,GO:0106310,GO:0004674,GO:0016301,GO:0005524,GO:0000166,GO:0016740
scig1.0016103	GO:0005178,GO:0005509,GO:0098640,GO:0005515,GO:0003682
scig1.0016141	GO:0004065,GO:0008449,GO:0008484,GO:0016787,GO:0005509,GO:0046872,GO:0005539
scig1.0016217	GO:0005515,GO:0005198
scig1.0016249	GO:0099104,GO:0044325,GO:0005249
scig1.0016256	GO:0019901,GO:0008017,GO:0042802,GO:0005515,GO:0019894
scig1.0016298	GO:0061708,GO:0000049,GO:0003723,GO:0016783,GO:0000166,GO:0005524,GO:0016740
scig1.0016322	GO:0017124,GO:0005096,GO:0043274,GO:0016004
scig1.0016344	GO:0005200,GO:0016787,GO:0005524,GO:0000166
scig1.0016364	GO:0008381,GO:0005261
scig1.0016365	GO:0003700,GO:0003677,GO:0000978,GO:0000981
scig1.0016368	GO:0000977,GO:0003677,GO:0046872,GO:0001227
scig1.0016431	GO:0016829,GO:0016153,GO:0005515
scig1.0016472	GO:0042803
scig1.0016537	GO:0000334,GO:0005506,GO:0046872,GO:0016491,GO:0051213,GO:0008198
scig1.0016573	GO:0050149,GO:0004503,GO:0004497,GO:0016491,GO:0046872,GO:0005507
scig1.0016601	GO:0005515
scig1.0016603	GO:0003824,GO:0008111,GO:0016853,GO:0005102
scig1.0016687	GO:0031267,GO:0046872,GO:0005515,GO:0044325,GO:0017124,GO:0019901,GO:0098882
scig1.0016721	GO:0051213,GO:0016491,GO:0046872
scig1.0016733	GO:0005515,GO:0003713
scig1.0016742	GO:0005509,GO:0046872,GO:0003674
scig1.0016747	GO:0008234,GO:0016787,GO:0004197,GO:0008233
